Horodateur,Score,Quel type de baccalauréat avez-vous obtenu?,Dans quelles disciplines avez-vous décidé de vous spécialiser lors de votre cursus de baccalauréat (vos spécialités) ?,Dans quelles matières  vous sentez-vous le plus compétent ?,Quelle a été votre mention au baccalauréat?,Quelle filière d'études avez-vous décidé de poursuivre à l'université ou dans l'enseignement supérieur ?,"Avez-vous eu une préférence pour des études :
",Quels domaines d'études ou de formation universitaire avez-vous choisi de poursuivre ?,Avez-vous eu une préférence pour :,Dans quel pays avez-vous passé le baccalauréat?,Quels secteurs professionnels suscitent votre intérêt ou correspondent à votre domaine d'activité actuel ?,Quel était votre tranche d'âge au moment de l'obtention votre bac?,Quel est votre genre ?,"Question optionnelle:

Quelles sont vos qualités personnelles?","Question optionnelle:
 Avez-vous des loisirs, des hobbies ou des activités extra-scolaires qui vous passionnent ?","Question optionnelle:

Quelle a été la manière dont vous avez découvert ou choisi votre orientation académique ou votre domaine d'études ?",Quel est votre Niveau d'étude ?,Quels sont vos centres d'intérêt principaux?,Quel est votre pays de résidence?,Êtes-vous plus à l'aise avec des cours en :,"Question optionnelle:
Pouvez-vous formuler une remarque ou avez-vous quelque chose à ajouter ?",Quelle est l'année d'obtention de votre bac?,Êtes-vous content de la filière que vous avez choisie ?,Adresse e-mail,Dans quel établissement d'enseignement supérieur poursuivez-vous actuellement vos études ou avez-vous suivi votre formation ?
28/11/2023 10:39:06,,Economie et Sociale (équivalent),"Sciences économiques et sociales, Histoire-géographie ( HGGSP )","Mathématiques, Philosophie, Histoire - Géographie, Sciences économiques et sociales",Assez-bien,Eco,Longues (>= master),Economie et gestion,Université,France,Eco gestion,18-21,Féminin,,,,Licence,"Arts, Cuisine et Gastronomie, Musique, Mode et Design, Science politique et Affaires publiques, Cinema",,présentiel,,2023,Oui,,
28/11/2023 10:39:26,,Economie et Sociale (équivalent),"Sciences économiques et sociales, Sciences de la vie et de la Terre (SVT)",Philosophie,Assez-bien,economie gestion ,Courtes ( < master),Economie et gestion,Université,France ,L’économie ,18-21,Masculin,Aucune idée ,,,Bac,"Sport et Fitness, Voyages, Musique, Santé et Bien-être, Cinema",France ,présentiel,,2023,Oui,,Université Lille 3 
28/11/2023 10:41:32,,Scientifique (équivalent),Chimie,Chimie ,Bien,Chimie ,Courtes ( < master),Sciences et technologies,BUT,France ,Je sais pas ,12-17,Féminin,,,,But,"Sciences, Arts, Nature et Environnement, Cuisine et Gastronomie, Voyages, Musique",,présentiel,,2023,Oui,,Iut A Villeneuve d'Ascq 
28/11/2023 11:53:02,,Economie et Sociale (équivalent),Sciences économiques et sociales,Sciences économiques et sociales,Assez-bien,economie et gestion,Longues (>= master),Economie et gestion,Université,République Démocratique du Congo,Les ressources humaines ,18-21,Féminin,"Dynamique, déterminée, focuuus, drôle et ouverte d’esprit ",,"A travers les cours de SES, qui m’ont intéressé au lycée. C’était la première fois qu’une matière me disais quelque chose 🥲",Master,"Voyages, Musique, Mode et Design, Psychologie",France,hybrides,Un peu long le questionnaire 😆,2020,Non,,Université de Lille 
28/11/2023 14:00:51,,Scientifique (équivalent),Sciences de la vie et de la Terre (SVT),"Sciences de la vie et de la Terre (SVT), Anglais",Passable,biologie cellulaire et physiologie ,Courtes ( < master),Sciences et technologies,Université,Bénin. ,Esthétique ,12-17,Féminin,Dynamique ,,Sur internet ,Licence,"Sciences, Nature et Environnement, Cuisine et Gastronomie, Voyages, Musique, Mode et Design, Santé et Bien-être, Cinema",France,présentiel,,2017,Oui,,Université de Lille 
28/11/2023 14:10:18,,Scientifique (équivalent),Sciences de la vie et de la Terre (SVT),Sciences de la vie et de la Terre (SVT),Passable,Biologie cellulaire et physiologie,Longues (>= master),Sciences et technologies,Université,Burkina Faso,Bio-informatiques ,18-21,Féminin,"Sociable, optimiste, ambitieuse",,Hasard ,Licence,"Sciences, Nature et Environnement, Cuisine et Gastronomie, Voyages, Santé et Bien-être, Théâtre et arts de la scène, Cinema",France,présentiel,,2018,Oui,,Université de Lille
28/11/2023 18:21:35,,Economie et Sociale (équivalent),Sciences économiques et sociales,"Sciences économiques et sociales, Langues étrangères, Anglais",Très-bien,Économie et gestion ,Longues (>= master),Economie et gestion,Ecole de commerce,Maroc,Finance,18-21,Féminin,,,,Licence,"Arts, Sport et Fitness, Cuisine et Gastronomie",France,ligne,,2022,Oui,,Université de Lille en licence d'économie et gestion
28/11/2023 19:40:29,,Scientifique (équivalent),Sciences de la vie et de la Terre (SVT),"Histoire - Géographie, Sciences numériques et technologie",Assez-bien,Master Informatique,Longues (>= master),Sciences et technologies,Université,France,Informatique ,18-21,Masculin,,,,Master,"Sciences, Technologie et Informatique, Histoire et Archéologie",France,présentiel,,2017,Oui,,FST
28/11/2023 20:16:35,,Littéraire (équivalent),Sociologie,Français,Assez-bien,Sociologie,Longues (>= master),Sciences humaines et sociales,Université,Senegal,Ressources humaines,18-21,Féminin,,,,Licence,"Sport et Fitness, Science politique et Affaires publiques",France,présentiel,,2022,Non,,Universitéde lille
29/11/2023 13:03:22,,Littéraire (équivalent),"Histoire-géographie ( HGGSP ), Humanités, littérature et philosophie, Arts",Art,Bien,FASEST,Courtes ( < master),Sciences humaines et sociales,Université,france,"le social, les civilisations",12-17,Féminin,,,"parcoursup, la famille et les amies",Licence,"Arts, Nature et Environnement, Cuisine et Gastronomie, Voyages, Histoire et Archéologie, Musique, Mode et Design, Photographie, Santé et Bien-être, Cinema",France,hybrides,non !,2020-2021,Oui,,
29/11/2023 17:35:26,,Economie et Sociale (équivalent),"Sciences économiques et sociales, Histoire-géographie ( HGGSP )",Sciences économiques et sociales,Bien,Licence de sociologie ,Longues (>= master),Sciences humaines et sociales,Université,FRANCE ,aide sociale à l'enfance ,12-17,Féminin,,,,Licence,"Arts, Sport et Fitness, Voyages, Photographie, Cinema",fr,présentiel,,2022,Oui,,cité scientifique lille 
29/11/2023 17:41:18,,STMG,"Sciences économiques et sociales, Numériques et sciences informatiques",Histoire - Géographie,Passable,licence maths info option santé,Longues (>= master),Sciences et technologies,Grande école / école d'ingénieure,France,Ingénieurie ,18-21,Masculin,,,,Licence,"Sciences, Technologie et Informatique, Ingénierie",France,présentiel,,2023,Oui,,Cité Scientifique 
29/11/2023 19:58:19,,Scientifique (équivalent),Numériques et sciences informatiques,"Mathématiques, Physique-chimie (PC), Sciences de la vie et de la Terre (SVT)",Assez-bien,informatique et telecom,Longues (>= master),Sciences et technologies,Grande école / école d'ingénieure,Senegal,Réseau telecom ,18-21,Féminin,Ambitieuse,,Par curiosité ,Master,"Sciences, Voyages, Musique, Mode et Design",France,hybrides,,2020,Oui,,Institut mines Telecom 
29/11/2023 21:50:21,,Scientifique (équivalent),Mathématiques,"Mathématiques, Sciences de la vie et de la Terre (SVT), Histoire - Géographie, Français",Assez-bien,MiAshs ,Longues (>= master),Sciences et technologies,Université,Niger,Les finances ,18-21,Féminin,,,A travers des connaissances ,Licence,"Cuisine et Gastronomie, Voyages",France ,présentiel,,2020,Oui,,Université de Lille 
30/11/2023 11:49:52,,Scientifique (équivalent),Mathématiques,"Communication et rédaction, Anglais, Management de projet",Assez-bien,MIAGE (méthodes informatiques appliquées à la gestion de l'entreprise),Courtes ( < master),Sciences et technologies,Université,France,chefferie de projet ,12-17,Féminin,"Organisée, ouverte d'esprit, facilité de communication ",,J'avais pris une filière générale et me suis spécialisé en Maths-INFO puis uste en info et enfin en informatique et gesiton de l'entreprise ,Licence,"Sport et Fitness, Technologie et Informatique",France,présentiel,,2017,Oui,,Université de Lille
02/12/2023 22:12:19,,Scientifique (équivalent),Mathématiques,Mathématiques,Bien,Statistique et Informatique ,Longues (>= master),Sciences et technologies,Grande école / école d'ingénieure,Congo,Assurance ,12-17,Féminin,Empathie - détermination - curiosité ,,"J’aime les maths et j’ai choisi un domaine d’étude très proche de cette matière mais en plus soft. En fait, je souhaitais « faire parler les chiffres ». De plus, j’ai quelques proches dans le domaine. ",Ingénieur,"Sciences, Sport et Fitness, Voyages, Musique, Philanthropie et Bénévolat",France,présentiel,,2019,Oui,,Polytech Lille
02/12/2023 22:54:42,,Littéraire (équivalent),"Humanités, littérature et philosophie, Littérature, langues et culture de l'Antiquité","Français, Anglais",Passable,Négociation et Digitalisation de la relation client ,Longues (>= master),"Lettres, langues et art",Ecole de commerce,Guyane française ,Le commerce ,22-25,Féminin,"Je suis minutieuse, organisé ",,Anglais,Bac,"Voyages, Musique, Cinema",Guyane française ,présentiel,,2020,Oui,,EBM BUSINESS SCHOOL 
03/12/2023 10:10:40,,Scientifique (équivalent),"Mathématiques, Sciences économiques et sociales","Mathématiques, Sciences économiques et sociales",Passable,Économie management des entreprises ,Longues (>= master),Economie et gestion,Université,Centrafrique ,Économie ,12-17,Masculin,,,,Licence,"Sciences, Mode et Design, Ingénierie, Cinema",France ,présentiel,,2018,Oui,,France 
04/12/2023 01:53:34,,Scientifique (équivalent),Numériques et sciences informatiques,Sciences numériques et technologie,Passable,télécom - informatique ,Longues (>= master),Sciences et technologies,Grande école / école d'ingénieure,Niger,Science technologies ,18-21,Masculin,,,,Master,"Technologie et Informatique, Voyages, Philanthropie et Bénévolat, Théâtre et arts de la scène",,hybrides,,2015,Oui,,
05/12/2023 23:59:24,,Scientifique (équivalent),Sciences de la vie et de la Terre (SVT),Sciences politiques,Très-bien,Philosophie,Longues (>= master),Sciences humaines et sociales,Université,France,"Aucun, le travail est l'outil de l'oppression capitaliste, il est nécessaire de le refuser le plus possible",12-17,Féminin,,,,Licence,Politikk,,hybrides,Flemme de répondre a un questionnaire qui n'a pas de but clairement expliqué + manque des options dans vos questions + vous ne laissez pas la possibilité de critiquer le système actuel de l'éducation qui est bien dans le mal (on pourrait pourtant parler de notions d'abolition de l'école et d'éducation populaire) ,2020,Non,,
06/12/2023 00:17:14,,Scientifique (équivalent),"Mathématiques, Sciences de l'ingénieur","Mathématiques, Sciences numériques et technologie, Communication et rédaction, Education Civique et Morale",Bien,Filière informatique,Longues (>= master),Sciences et technologies,Université,France,Recherche en informatique et Enseignement,18-21,Masculin,"Curieux, impliqué, expressif",,"En L1, mention math-info, je me suis rendu compte que l'informatique était plus drôle selon moi et j'y voyais des choses plus concrètes ",Doctorat,"Sciences, Technologie et Informatique, Musique, Santé et Bien-être, Ingénierie, Théâtre et arts de la scène, Cinema",France,présentiel,"J'ai toujours essayé de suivre mon instinct, faire les études que je trouvais marrantes et intéressantes, et j'ai donné le meilleur de moi-même. Mon conseil pour la postérité, c'est de faire ce qu'on aime, et on verra ensuite, mais quand on aime ce qu'on fait, on le fait du mieux qu'on peut et souvent on a de chouettes surprises !",2018,Oui,,Université de Lille
06/12/2023 05:11:38,,Scientifique (équivalent),Mathématiques,Mathématiques,Passable,Info,Longues (>= master),Sciences et technologies,Université,Gabon,dev,18-21,Masculin,gentil,,,Bac,"Technologie et Informatique, Nature et Environnement, Voyages, Musique",France,présentiel,,2019,Oui,,Lille
06/12/2023 06:09:14,,Scientifique (équivalent),Sciences de la vie et de la Terre (SVT),"Mathématiques, Sciences de la vie et de la Terre (SVT), Sciences numériques et technologie",Passable,Informatique,Longues (>= master),Sciences et technologies,Université,France,"Developpeur, chef de projet",12-17,Féminin,Organisée,,,Licence,"Sciences, Technologie et Informatique, Cuisine et Gastronomie, Voyages, Musique, Photographie, Santé et Bien-être",France,présentiel,,2018,Oui,,Université de Lille
06/12/2023 12:41:05,,Scientifique (équivalent),"Mathématiques, Sciences économiques et sociales","Mathématiques, Sciences économiques et sociales, Anglais",Bien,MIASHS,Longues (>= master),Sciences et technologies,Université,Tunisie,Data science ,18-21,Masculin,,,Aléatoire ,Master,"Sciences, Arts, Technologie et Informatique, Philanthropie et Bénévolat, Ingénierie",France ,présentiel,,2019,Oui,,Université de Lille
06/12/2023 12:46:45,,Scientifique (équivalent),Mathématiques,"Mathématiques, Sciences numériques et technologie",Assez-bien,Mathématiques ,Longues (>= master),Sciences et technologies,Université,Comores ,La data science ,18-21,Masculin,,,,Master,Sciences,France ,présentiel,,2017,Oui,,University de Lille 
07/12/2023 10:00:29,,Scientifique (équivalent),Mathématiques,"Mathématiques, Sciences numériques et technologie",Assez-bien,MIASHS WA,Longues (>= master),Sciences et technologies,Université,France,Développement Back-end,18-21,Féminin,"Gentille, attentionnée, perfectionniste",,"Par hasard, ce qui s'offrais à moi",Master,"Technologie et Informatique, Cuisine et Gastronomie, Musique, Photographie, Cinema",France ,présentiel,Bon courage pour votre travail,2018,Oui,,Université de Lille
19/12/2023 20:53:35,,Scientifique (équivalent),Sciences de la vie et de la Terre (SVT),"Sciences de la vie et de la Terre (SVT), Anglais",Passable,INFORMATIQUE,Longues (>= master),Sciences et technologies,Université,CAMEROUN,Développement Web,18-21,Masculin,,,,Master,"Technologie et Informatique, Théâtre et arts de la scène",FRANCE,hybrides,,2017,Non,,UNIVERSITÉ DE LILLE 
